point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK1122,Laurel Ridge,-79.3620987,39.9435997,RSC/KBB,7,4,2021,811.4605547,98.07513736,3.345672714,15,150,85,10,65,15,0,15,0,0,0,0,90,15,0,0,0,0,0,0,0,0,5,0,0,0,,0,5,5,10,0,0.5,577.0615234,87.77777778
RK1123,Laurel Ridge,-79.3672028,39.963501,"TJH,LJV",7,4,2021,753.1541654,291.7161439,3.373207972,17,170,45,55,25,0,20,15,5,5,5,30,0,55,20,20,0,0,0,0,0,0,0,0,1,0,,15,2,17,10,1.5,0.2,618.4658203,92
RK1124,Laurel Ridge,-79.0383987,40.2793999,"TJH,LJV",7,7,2021,713.0747714,101.9929531,5.610252887,20,200,60,85,60,0,5,0,0,0,0,40,10,35,0,0,0,0,0,0,0,0,5,0,0,0,,3,1,4,10,0.3,0.1,228.4731903,89.7
RK1125,Laurel Ridge,-79.3686981,39.9477997,RSC/KBB,7,4,2021,846.2018499,257.9125203,0.590731651,16,160,15,75,15,0,10,5,0,5,0,85,10,80,0,0,0,0,0,0,0,0,0,1,0,1,,8,15,23,10,0.8,1.5,782.3042603,89.75
RK1126,Laurel Ridge,-78.9915009,40.3465996,"TJH,CPC",7,6,2021,730.7578521,97.70242464,4.741447153,17,170,55,85,48,0,0,10,0,0,2,40,15,20,0,0,5,0,0,10,5,0,5,0,0,0,,4,4,8,10,0.4,0.4,812.2191772,84
RK1127,Laurel Ridge,-79.3440018,39.9229012,KLM/CPC,7,4,2021,660.1975318,101.6599203,2.81769616,17,170,45,30,25,15,10,0,0,5,0,25,55,75,0,0,0,5,0,0,10,0,0,1,1,0,,3,3,6,10,0.3,0.3,780.5767212,88.55555556
RK1128,Laurel Ridge,-79.1094971,40.1976013,"LJV, TJH",7,5,2021,799.4072918,127.5683483,3.749226768,14,140,55,60,20,40,40,75,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,4,29,10,2.5,0.4,858.0209351,86.625
RK1130,Laurel Ridge,-79.365799,39.9448013,"KBB, RSC",7,4,2021,811.4605547,98.07513736,3.345672714,15,150,55,35,95,0,10,3,20,0,0,15,55,0,0,0,0,0,0,0,10,0,2,0,0,0,,2,3,5,10,0.2,0.3,902.496521,89.75
RK1131,Laurel Ridge,-79.0005035,40.4023018,KBB/RSC,7,7,2021,455.1831153,315.9278531,5.262102693,9,90,95,95,40,5,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,4,10,0.2,0.2,152.9705811,82.44444444
RK1132,Laurel Ridge,-79.0763016,40.2635002,KLM/CPC,7,5,2021,843.5105283,208.5847113,0.270293834,7,70,10,15,10,90,80,45,0,0,5,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,,12,19,31,10,1.2,1.9,268.3281555,79.375
RK1133,Laurel Ridge,-78.9894028,40.3605995,"LJV, KBB",7,6,2021,785.5264949,124.1513228,0.870427106,11,110,0,70,15,5,10,0,5,20,5,90,0,80,0,0,0,0,0,0,0,0,0,0,0,1,,0,4,4,10,0,0.4,1159.180786,87.875
RK1134,Laurel Ridge,-79.0419006,40.2803001,"TJH,LJV",7,7,2021,713.0747714,101.9929531,5.610252887,14,140,20,5,10,0,0,0,0,0,0,80,95,80,0,0,0,0,0,0,0,0,10,0,0,1,,7,2,9,10,0.7,0.2,499.2994995,86.125
RK1135,Laurel Ridge,-78.9849014,40.3717003,CJF,7,6,2021,774.6186517,77.34310462,4.923058354,17,170,90,92,75,0,8,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,1,0,0,,3,4,7,10,0.3,0.4,123.6931686,87.66666667
RK1136,Laurel Ridge,-79.3472977,39.9332008,KLM/CPC,7,4,2021,713.2012682,96.97014055,2.800133597,10,100,40,50,25,55,10,60,5,0,10,0,40,5,0,0,0,0,0,0,0,0,0,1,1,0,"Road crossing @ 240 degrees, did other transects",12,2,14,10,1.2,0.2,484.664856,89.33333333
RK1137,Laurel Ridge,-79.1144028,40.1990013,"LJV, TJH",7,5,2021,799.4072918,127.5683483,3.749226768,8,80,40,25,15,5,50,0,0,0,5,40,15,75,0,0,0,5,0,0,10,10,5,0,0,0,,5,10,16,10,0.5,1,436.8065796,82.875
RK1138,Laurel Ridge,-79.0158997,40.4002991,RSC/KBB,7,7,2021,367.0156999,292.1619408,3.33227684,10,100,20,0,15,45,0,10,35,100,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,10,0.2,0,420,45.625
RK1139,Laurel Ridge,-79.3438034,39.9813995,"TJH,LJV",7,4,2021,839.6290284,183.7932221,0.955495672,14,140,15,65,55,5,5,20,0,10,10,80,20,15,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,6,10,0.4,0.2,254.5584259,87
RK1140,Laurel Ridge,-79.0823975,40.2598,KLM/CPC,7,5,2021,843.5105283,208.5847113,0.270293834,12,120,10,5,0,85,5,0,0,0,0,0,90,100,0,0,0,5,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,465.7252502,91.125
RK1141,Laurel Ridge,-79.072998,40.2633018,KLM/CPC,7,5,2021,814.6299798,117.5759027,2.713360756,12,120,40,75,25,60,10,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,6,27,10,2.1,0.6,0,81.125
RK1142,Laurel Ridge,-79.1199036,40.1776009,RSC/KBB,7,5,2021,742.533776,99.64994013,4.801822709,15,150,75,2,40,5,0,15,0,0,0,0,98,45,20,0,0,0,0,0,0,0,0,0,0,0,,7,2,9,10,0.7,0.2,313.209198,84.66666667
RK1143,Laurel Ridge,-79.3435974,39.9280014,KLM/CPC,7,4,2021,660.1975318,101.6599203,2.81769616,13,130,50,75,50,15,5,25,5,5,10,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,6,10,0.4,0.2,241.8677368,90.25
RK1144,Laurel Ridge,-79.3628006,39.9538002,"KBB, RSC",7,4,2021,811.3476113,78.99556787,1.932930683,11,110,60,15,10,5,80,0,0,0,10,30,0,80,0,0,0,0,0,0,5,5,0,0,0,0,,26,3,29,10,2.6,0.3,335.4101868,90.125
RK1145,Laurel Ridge,-78.9815979,40.3823013,CJF,7,6,2021,642.3661747,50.62846817,8.574998739,18,180,28,65,15,0,15,0,2,0,0,70,20,85,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,10,0.1,0.1,914.3850708,88.77777778
RK1146,Laurel Ridge,-78.9862976,40.3614006,"LJV, KBB",7,6,2021,754.6982419,109.5876641,4.553055628,15,150,80,55,10,10,5,40,5,0,20,0,30,30,0,0,0,0,0,0,5,10,0,0,0,0,,7,13,20,10,0.7,1.3,1110.405396,85.75
RK1147,Laurel Ridge,-79.3475037,39.9920998,CJF,7,4,2021,847.465806,288.044442,1.305326257,16,160,75,80,30,0,0,10,10,5,0,5,0,60,0,0,0,0,10,0,10,5,0,1,0,0,decent witch hazel understory,,,,,,,247.3863373,83.375
RK1148,Laurel Ridge,-79.0026016,40.4044991,KLM/CPC,7,7,2021,455.1831153,315.9278531,5.262102693,10,100,0,85,20,45,15,25,20,0,5,5,0,50,0,0,0,30,0,0,0,0,0,0,0,0,,2,1,3,10,0.2,0.1,94.86833191,89.5
RK1149,Laurel Ridge,-79.3498993,39.9701996,"TJH,LJV",7,4,2021,801.2590549,106.4553196,2.407684145,12,120,5,30,50,10,60,40,0,5,10,85,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,8,6,14,10,0.8,0.6,270,86.22222222
RK1150,Laurel Ridge,-78.9830017,40.3782997,CJF,7,6,2021,751.3987887,57.61506149,7.899457338,15,150,3,35,25,0,5,0,65,50,65,25,0,10,2,0,0,0,0,0,0,10,0,0,0,0,,0,5,5,10,0,0.5,670.8203735,89.25
RK1151,Laurel Ridge,-79.0746994,40.2681999,"LJV, TJH",7,7,2021,815.1511766,329.1142285,2.178626817,13,130,35,20,15,15,10,80,5,0,0,40,70,5,0,0,0,0,0,0,5,0,0,0,0,0,,6,3,9,10,0.6,0.3,402.492218,87.25
RK1152,Laurel Ridge,-78.968399,40.3646011,KLM/RSC,7,6,2021,536.8752831,66.01573191,7.447301581,17,170,85,95,75,10,5,5,5,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,10,0.1,0.1,597.7457275,89.16666667
RK1153,Laurel Ridge,-78.9924011,40.3437004,TJH/CPC,7,6,2021,730.7578521,97.70242464,4.741447153,17,170,60,5,15,20,0,0,0,0,0,20,90,85,0,0,0,0,0,0,0,5,0,1,0,0,,2,0,2,10,0.2,0,657.951416,89.625
RK1154,Laurel Ridge,-78.9881973,40.3987007,KLM/CPC,7,7,2021,604.3611387,334.7454971,6.033377306,14,140,35,75,35,0,25,5,0,0,0,50,0,25,0,0,0,10,0,30,5,0,5,0,1,0,,1,2,3,10,0.1,0.2,212.1320343,90.55555556
RK1155,Laurel Ridge,-79.0494003,40.2745018,"TJH,LJV",7,7,2021,770.3342711,102.5901209,4.739481339,16,160,60,25,70,2,0,0,0,0,15,33,75,15,0,0,0,0,0,0,5,0,0,1,1,0,,18,5,23,10,1.8,0.5,558.0322876,89.25
RK1156,Laurel Ridge,-78.9944,40.3496017,"TJH,CPC",7,6,2021,758.4789054,118.84565,3.315418103,15,150,40,70,70,0,0,25,5,0,5,55,20,0,0,0,0,0,5,0,0,5,0,0,0,1,,8,6,14,10,0.8,0.6,750,85.55555556
Rk1157,Laurel Ridge,-79.0045013,40.3670998,CJF,7,7,2021,682.4750896,294.5527157,6.403162921,10,100,95,25,75,5,5,20,0,0,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,563.6488037,87.75
RK1158,Laurel Ridge,-79.3431015,39.9422989,KLM/CPC,7,4,2021,685.9797049,130.213178,1.646034512,15,150,90,85,30,0,0,70,0,0,0,0,0,0,0,0,0,5,5,0,5,10,0,1,1,0,,,,,,,,210,89.77777778
RK1159,Laurel Ridge,-78.9955978,40.3865013,KLM/CPC,7,7,2021,669.8381834,315.8730712,5.800416804,10,100,5,40,50,0,20,0,0,0,0,95,30,25,0,0,0,0,0,15,0,10,10,0,0,0,,0,1,1,10,0,0.1,1041.393188,86.77777778
RK1161,Laurel Ridge,-79.3384018,39.9959984,CJF,7,4,2021,829.9321491,126.7303114,1.896611244,20,200,25,30,35,40,0,25,5,0,0,30,70,40,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,551.543335,88
RK1162,Laurel Ridge,-78.992897,40.3950005,KLM/CPC,7,7,2021,604.3611387,334.7454971,6.033377306,15,150,90,75,55,0,20,25,0,5,0,0,0,5,0,0,0,5,0,0,5,0,15,0,0,1,,14,13,27,10,1.4,1.3,174.9285583,91.25
RK1163,Laurel Ridge,-79.0876999,40.2602005,CJF,7,5,2021,810.5557614,272.7437801,2.793210091,11,110,55,75,10,30,15,10,0,0,0,15,0,80,0,0,0,0,5,0,0,5,0,0,0,0,,5,9,14,10,0.5,0.9,901.9978027,92.125
RK1164,Laurel Ridge,-78.9819031,40.3740997,CJF,7,6,2021,751.3987887,57.61506149,7.899457338,17,170,90,10,40,0,10,0,0,35,0,5,40,60,0,5,0,0,0,0,5,0,0,0,0,0,,2,2,4,10,0.2,0.2,335.4101868,87.625
RK1165,Laurel Ridge,-79.0827026,40.2535019,CJF,7,5,2021,835.5531769,111.2647033,1.293073903,9,90,35,40,30,0,0,10,5,0,0,55,30,30,0,0,0,0,0,0,5,0,0,0,0,0,,5,15,20,10,0.5,1.5,390,91
RK1166,Laurel Ridge,-78.9857025,40.3543015,RSC/KLM,7,6,2021,710.915949,119.4840219,5.692659,10,100,0,30,25,0,30,0,0,0,0,100,40,75,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,10,0.2,0.1,979.489624,88.625
RK1167,Laurel Ridge,-78.9738007,40.3566017,KLM/RSC,7,6,2021,680.8463714,99.06844606,7.208436598,12,120,55,70,35,45,30,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,,9,7,16,10,0.9,0.7,400.249939,87.5
RK1168,Laurel Ridge,-79.0850983,40.2552986,CJF,7,5,2021,785.5461123,285.515066,2.345557609,16,160,50,40,10,45,60,85,3,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,,38,9,47,10,3.8,0.9,655.2098999,93
RK1169,Laurel Ridge,-78.9838028,40.3577003,RSC/KLM,7,6,2021,754.6982419,109.5876641,4.553055628,13,130,50,50,10,0,0,30,0,0,5,45,50,50,0,0,5,0,0,0,5,0,0,0,0,0,,6,2,8,10,0.6,0.2,1020.44104,89.75
RK1170,Laurel Ridge,-79.0056992,40.399601,"KBB, RSC",7,7,2021,422.5839995,292.2329973,6.114475062,13,130,50,25,40,30,60,20,0,0,0,20,15,40,0,0,0,0,0,0,0,0,0,0,0,0,WOTH singing,3,11,14,10,0.3,1.1,458.9117432,90.625
RK1171,Laurel Ridge,-78.9990997,40.3591995,"LJV, KBB",7,6,2021,773.9768727,299.8391499,2.351753149,5,50,63,35,20,35,20,15,0,5,45,2,40,20,0,0,0,0,0,0,0,0,0,0,0,0,,1,10,11,10,0.1,1,371.0794983,82.25
RK1172,Laurel Ridge,-79.115799,40.1815987,RSC/KBB,7,5,2021,746.2986491,97.22162301,4.827395527,7,70,50,55,75,0,5,0,0,0,0,50,35,25,0,0,0,0,0,0,0,5,0,0,0,0,,0,19,19,10,0,1.9,450,88.75
RK1173,Laurel Ridge,-78.9944,40.3694992,CJF,7,7,2021,735.0485935,293.3628094,3.998345673,11,110,35,60,25,0,0,0,5,0,0,60,40,75,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,10,0,0.2,930.4837646,91.3
RK1174,Laurel Ridge,-78.9898987,40.3833008,CJF,7,6,2021,698.7731297,13.90040717,5.653704501,22,220,20,30,30,5,35,10,0,5,0,75,30,60,0,0,0,0,0,0,0,0,0,0,0,1,,1,4,5,10,0.1,0.4,1440.624878,89.4
RK1175,Laurel Ridge,-78.9974976,40.3428993,"TJH,CPC",7,6,2021,730.7578521,97.70242464,4.741447153,13,130,25,50,55,0,0,0,0,0,0,75,25,40,0,0,0,0,20,0,0,5,5,0,0,0,,0,1,1,10,0,0.1,228.4731903,89.55555556
RK1176,Laurel Ridge,-79.3719025,39.9532013,RSC/KBB,7,4,2021,832.0442286,320.2774831,2.566388901,9,90,25,55,55,5,0,0,0,0,5,65,5,15,5,40,15,0,0,0,0,0,10,0,0,0,,3,2,5,10,0.3,0.2,123.6931686,85.375
RK1177,Laurel Ridge,-79.0798035,40.2616005,KLM/CPC,7,5,2021,843.5105283,208.5847113,0.270293834,8,80,45,55,40,50,35,60,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,,17,15,32,10,1.7,1.5,362.491394,84.5
RK1178,Laurel Ridge,-78.9786987,40.3530006,KLM/RSC,7,6,2021,631.9659494,115.7839497,6.921868262,12,120,50,50,30,0,0,10,5,0,0,45,50,0,0,0,0,0,0,30,0,0,30,0,0,0,,1,6,7,10,0.1,0.6,582.4946289,91
RK1179,Laurel Ridge,-79.3393021,39.9858017,CJF,7,4,2021,793.0665066,116.7412406,3.378480653,13,130,45,60,55,50,5,10,0,0,25,0,5,10,0,0,0,0,0,0,5,30,0,0,0,1,,1,4,5,10,0.1,0.4,212.1320343,88.75
RK1181,Laurel Ridge,-78.9946976,40.3334999,"TJH,CPC",7,6,2021,743.6020374,104.4200386,5.585566939,20,200,55,75,60,30,15,10,0,0,0,15,10,15,0,0,0,0,0,15,0,0,0,0,0,0,,2,1,3,10,0.2,0.1,234.3074951,86.75
RK1182,Laurel Ridge,-79.3740997,39.9416008,KBB/RSC,7,4,2021,827.0114614,147.1449562,1.539014808,10,100,5,60,35,0,15,0,0,0,20,90,15,15,5,10,30,0,0,0,0,0,0,0,1,0,2 WOTH singing,2,4,6,10,0.2,0.4,807.7747192,87.875
RK1183,Laurel Ridge,-79.3523026,39.9216003,KLM/CPC,7,4,2021,700.4651459,73.13227489,2.308805701,10,100,50,80,55,0,20,0,0,0,5,35,0,10,0,0,0,5,0,0,10,0,30,0,1,0,,3,3,6,10,0.3,0.3,450,91.4
RK1184,Laurel Ridge,-78.9866028,40.3852997,CJF,7,6,2021,698.7731297,13.90040717,5.653704501,10,100,55,72,10,0,0,0,0,3,0,15,25,90,0,0,0,10,0,0,20,0,0,0,0,0,,2,3,5,10,0.2,0.3,1190.966064,88.27272727
RK1185,Laurel Ridge,-78.9916992,40.3862991,KLM/CPC,7,7,2021,669.8381834,315.8730712,5.800416804,14,140,80,10,60,5,5,40,0,0,0,0,85,0,0,0,0,10,0,0,5,0,0,0,0,1,,1,0,1,10,0.1,0,1087.474121,91.11111111
RK1186,Laurel Ridge,-79.3721008,39.9448013,"KBB, RSC",7,4,2021,846.2018499,257.9125203,0.590731651,8,80,55,70,80,10,5,10,5,0,5,30,20,0,0,0,0,0,0,0,0,5,5,0,0,0,,6,5,11,10,0.6,0.5,810,87.22222222
RK1187,Laurel Ridge,-79.0047989,40.3945007,RSC/KBB,7,7,2021,518.1669658,301.3789796,7.437068314,13,130,40,0,0,45,100,100,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,10,0,0.4,768.9603271,55
RK1188,Laurel Ridge,-78.9971008,40.3697014,CJF,7,7,2021,735.0485935,293.3628094,3.998345673,14,140,75,55,15,20,40,0,0,0,5,0,5,80,0,0,0,0,0,0,5,0,0,1,0,0,,9,10,19,10,0.9,1,1138.419922,91.44444444
RK1189,Laurel Ridge,-79.3588028,39.9494019,RSC/KBB,7,4,2021,768.7218736,104.3902136,3.542103222,18,180,50,35,15,10,15,10,0,15,5,40,25,70,0,5,0,0,0,0,0,5,0,0,1,0,,10,5,15,10,1,0.5,904.4888306,87.75
RK1190,Laurel Ridge,-78.9962997,40.3801003,CJF,7,6,2021,733.4670992,298.4042518,5.036030711,14,140,70,10,50,20,0,10,0,0,0,0,90,35,0,0,0,0,0,0,10,0,5,0,0,1,,11,10,21,10,1.1,1,1472.752563,87.125
RK1190,Laurel Ridge,-78.9962997,40.3801003,CJF,7,7,2021,733.4670992,298.4042518,5.036030711,11,110,20,15,15,0,0,0,0,0,0,80,85,85,0,0,0,0,0,0,0,0,0,0,0,0,,11,10,21,10,1.1,1,1472.752563,87.125
RK1191,Laurel Ridge,-79.0739975,40.2714005,"LJV, TJH",7,7,2021,815.1511766,329.1142285,2.178626817,16,160,75,15,15,0,0,25,0,70,0,15,0,60,0,15,0,0,0,0,10,0,0,0,0,0,,16,7,23,10,1.6,0.7,84.85281372,83.3
RK1192,Laurel Ridge,-79.342598,39.9878006,CJF,7,4,2021,839.6290284,183.7932221,0.955495672,9,90,95,5,45,0,0,25,3,80,25,0,0,0,0,15,5,2,0,0,0,0,0,0,0,0,,14,11,25,10,1.4,1.1,84.85281372,83.875
RK1193,Laurel Ridge,-79.0710983,40.2583008,KLM/CPC,7,5,2021,814.6299798,117.5759027,2.713360756,10,100,45,95,60,55,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,10,7,17,10,1,0.7,402.492218,92.55555556
RK1194,Laurel Ridge,-79.3688965,39.9402008,RSC/KBB,7,4,2021,791.833213,121.4984476,3.70877336,12,120,50,65,20,0,0,0,0,0,0,25,25,55,0,0,15,0,5,0,25,5,10,0,0,0,,1,5,6,10,0.1,0.5,1041.393188,90
RK1195,Laurel Ridge,-79.3685989,39.9341011,"KBB, RSC",7,4,2021,791.833213,121.4984476,3.70877336,20,200,25,40,60,5,30,15,0,0,0,70,25,25,0,5,0,0,0,0,0,0,0,0,0,0,,2,1,3,10,0.2,0.1,523.9274902,91.125
RK1196,Laurel Ridge,-79.3469009,39.9248009,KLM/CPC,7,4,2021,660.1975318,101.6599203,2.81769616,14,140,80,15,30,10,5,5,5,10,5,5,70,60,0,0,0,0,0,0,0,0,0,0,0,1,,21,9,30,10,2.1,0.9,684.7626953,90.33333333
RK1197,Laurel Ridge,-79.3511963,39.9421005,KLM/CPC,7,4,2021,706.0063235,103.7587495,2.627307017,10,100,60,40,65,20,50,15,0,5,5,0,5,5,0,0,0,0,0,5,20,0,5,0,0,0,,17,14,31,10,1.7,1.4,228.4731903,90.625
RK1198,Laurel Ridge,-79.3656998,39.9679985,"TJH,LJV",7,4,2021,776.694064,262.8073265,3.536740562,14,140,70,40,50,5,0,0,0,0,5,20,50,40,0,0,5,0,0,0,5,10,0,0,0,0,,0,3,3,10,0,0.3,560.446228,89.625
RK1199,Laurel Ridge,-79.3611984,39.9710007,"TJH,LJV",7,4,2021,823.9027098,259.4292534,1.237044869,17,170,15,55,55,10,0,5,0,25,0,75,20,40,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,10,0.2,0.1,339.4112549,87.11111111
RK1200,Laurel Ridge,-79.3528976,39.9776993,"TJH,LJV",7,4,2021,802.7850793,288.6427391,2.432407882,13,130,10,40,30,5,0,0,0,0,0,85,50,70,0,0,0,0,0,0,0,10,0,0,0,1,,6,7,13,10,0.6,0.7,474.3416443,86.625
RK1201,Laurel Ridge,-79.3336029,39.9972992,CJF,7,4,2021,837.9120821,265.7443746,0.622640631,13,130,85,70,40,5,0,0,10,5,10,0,20,50,0,0,0,0,0,0,0,5,0,0,0,0,,4,2,6,10,0.4,0.2,993.1767578,86.22222222
RK1202,Laurel Ridge,-79.3411026,39.9924011,CJF,7,4,2021,847.465806,288.044442,1.305326257,14,140,65,55,60,0,10,25,5,0,0,0,35,15,0,0,0,5,0,0,25,0,0,0,0,0,,6,4,10,10,0.6,0.4,408.0441284,85.77777778
RK1203,Laurel Ridge,-79.3398972,39.9995003,CJF,7,4,2021,806.4303544,293.8484148,2.777746852,19,190,12,65,15,0,5,0,3,5,10,85,20,75,0,0,0,0,0,0,0,5,0,0,0,0,,0,1,1,10,0,0.1,658.6349487,87.33333333
RK1204,Laurel Ridge,-79.1168976,40.1885986,"LJV, TJH",7,5,2021,757.3253492,112.6653489,4.526772635,18,180,75,40,45,0,40,0,0,10,0,25,10,55,0,0,0,0,0,0,0,0,0,0,0,0,,7,6,13,10,0.7,0.6,510,90.2
RK1205,Laurel Ridge,-79.1163025,40.1932983,"LJV, TJH",7,5,2021,757.3253492,112.6653489,4.526772635,7,70,55,10,5,45,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,51,6,57,10,5.1,0.6,445.9820557,87.44444444
RK1206,Laurel Ridge,-79.1283035,40.1661987,RSC/KBB,7,5,2021,770.4112999,104.9171734,3.703845134,7,70,50,65,80,5,5,15,0,0,0,40,20,0,0,0,0,0,0,0,5,10,5,0,0,0,,0,4,4,10,0,0.4,271.6615601,87.33333333
RK1207,Laurel Ridge,-79.1050034,40.1994019,"LJV, TJH",7,5,2021,757.3385779,128.308036,4.699402017,16,160,10,35,35,10,20,5,30,5,0,30,40,55,0,0,0,0,0,0,20,0,5,0,0,0,,2,7,9,10,0.2,0.7,540.8326416,88.25
RK1208,Laurel Ridge,-79.1067963,40.2070999,"LJV, TJH",7,7,2021,836.6133568,114.2280171,1.96585935,11,110,55,30,55,5,10,40,0,5,0,25,45,0,0,0,0,5,5,0,10,5,5,0,0,0,,12,3,15,10,1.2,0.3,630,85.75
RK1209,Laurel Ridge,-79.0958023,40.2496986,CJF,7,5,2021,803.6447571,298.3271194,2.575182833,14,140,48,30,1,1,10,0,1,0,0,50,60,99,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,228.4731903,84
RK1210,Laurel Ridge,-78.9886017,40.3664017,"LJV, KBB",7,6,2021,783.8969926,316.4447319,1.099968406,19,190,10,25,50,0,0,35,50,15,10,25,55,0,0,5,0,5,0,0,10,0,5,0,0,0,,4,6,10,10,0.4,0.6,684.7626953,88.75
RK1211,Laurel Ridge,-78.9861984,40.3945999,KLM/CPC,7,7,2021,585.909553,18.5135384,6.03775286,14,140,30,0,10,0,10,0,0,0,0,60,90,90,0,0,0,5,0,0,5,0,0,0,0,0,,2,3,5,10,0.2,0.3,256.3200989,91
RK1212,Laurel Ridge,-78.9936981,40.3608017,"LJV, KBB",7,6,2021,785.5264949,124.1513228,0.870427106,15,150,90,50,15,0,50,75,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,13,19,32,10,1.3,1.9,800.4998779,85.11111111
RK1213,Laurel Ridge,-78.9962006,40.3535004,KBB/RSC,7,6,2021,758.4789054,118.84565,3.315418103,17,170,98,20,10,2,0,0,0,0,0,0,80,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,10,0,0.2,725.6032104,86.55555556
RK1214,Laurel Ridge,-78.9620972,40.3618011,KLM/RSC,7,6,2021,536.8752831,66.01573191,7.447301581,10,100,100,90,70,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,25,0,1,0,,2,4,6,10,0.2,0.4,492.0366211,90.33333333
Rk1215,Laurel Ridge,-78.9944992,40.3387985,TJH/CPC,7,6,2021,743.6020374,104.4200386,5.585566939,19,190,70,20,35,0,5,0,5,0,0,25,75,65,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,295.4657288,90
RK1216,Laurel Ridge,-78.9757004,40.3639984,RSC/KLM,7,6,2021,678.6226815,72.95736863,9.769122206,12,120,10,50,70,0,5,0,0,5,10,85,40,20,0,0,0,0,0,0,5,0,0,0,2,0,,1,0,1,10,0.1,0,551.543335,89.25
RK1217,Laurel Ridge,-78.9815979,40.3490982,RSC/KLM,7,6,2021,710.915949,119.4840219,5.692659,15,150,50,50,50,25,25,0,10,0,10,10,25,10,0,0,0,0,0,0,5,0,30,0,0,0,,2,3,5,10,0.2,0.3,318.9043884,89.42857143
RK1218,Laurel Ridge,-78.9981003,40.4090996,KLM/CPC,7,7,2021,386.9205223,312.9917601,2.081416639,9,90,90,95,90,0,5,5,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,,0,5,5,10,0,0.5,210,89.88888889
RK565,SGL025,-78.5894012,41.5383987,CJF/CPC,7,8,2021,625.6991144,265.3743717,1.558512672,1,10,5,5,10,30,10,60,0,0,0,25,75,5,40,10,15,0,0,10,0,0,0,0,0,1,,124,2,126,10,12.4,0.2,0,0
RK572,SGL025,-78.5951996,41.5161018,CJF/CPC,7,8,2021,571.9391352,27.14352635,1.904491902,10,100,80,55,5,10,0,5,0,0,5,5,40,80,0,0,5,5,0,0,0,5,0,0,1,1,,2,2,4,10,0.2,0.2,331.3608093,80.5
RK579,SGL025,-78.6356964,41.4953003,CJF/CPC,7,8,2021,579.525475,236.7915825,1.366213071,18,180,85,70,50,5,0,0,0,0,0,0,10,30,0,0,0,0,0,20,10,20,0,1,0,0,,2,1,3,10,0.2,0.1,379.4733276,86.11111111
RK582,SGL025,-78.6027985,41.4945984,CJF/CPC,7,8,2021,627.1619258,170.3164086,1.599386407,15,150,90,95,85,10,5,2,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"No apparent management, compare to 2020",3,6,9,10,0.3,0.6,379.4733276,88.625
